Name,Year,Age,AgeDif,Tm,Lg,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Jameson Fisher,2016,22,1,SE Louisiana,SLC,NCAA,,61,276,198,49,84,16,2,11,66,15,9,54,31,0.424,0.558,0.692,1.25,137,,16,0,8,12
Bobby Dalbec,2014,19,-1.5,Arizona,P12,NCAA,,51,194,169,22,45,9,0,2,30,1,2,18,48,0.266,0.333,0.355,0.688,60,,1,2,4,1
Bobby Dalbec,2015,20,-0.5,Arizona,P12,NCAA,,55,253,213,43,68,11,2,15,53,0,2,32,60,0.319,0.41,0.601,1.011,128,,3,2,3,4
Bobby Dalbec,2016,21,0.4,Arizona,P12,NCAA,,68,277,231,42,60,14,2,7,40,7,3,36,85,0.26,0.37,0.429,0.799,99,,5,4,1,3
Nick Banks,2014,19,-1.5,Texas A&M,SEC,NCAA,,57,220,199,29,65,10,2,2,26,6,5,17,33,0.327,0.386,0.427,0.813,85,,3,0,1,1
Nick Banks,2015,20,-0.5,Texas A&M,SEC,NCAA,,63,280,239,51,87,11,3,8,48,9,1,34,58,0.364,0.45,0.536,0.985,128,,4,2,1,7
Nick Banks,2016,21,0.4,Texas A&M,SEC,NCAA,,60,268,239,48,67,13,3,9,49,7,3,24,47,0.28,0.353,0.473,0.826,113,,3,2,0,1
Charles Leblanc,2015,19,-1.5,Pittsburgh,ACC,NCAA,,51,231,196,31,57,12,3,3,30,6,5,21,46,0.291,0.37,0.429,0.799,84,,6,4,4,2
Charles Leblanc,2016,20,-0.5,Pittsburgh,ACC,NCAA,,49,235,195,45,79,9,3,2,46,7,1,30,29,0.405,0.494,0.513,1.006,100,,5,4,1,3
Michael Paez,2014,19,-1.5,Coastal Carolina,BigS,NCAA,,56,251,204,32,50,8,0,2,24,17,3,23,26,0.245,0.351,0.314,0.665,64,,12,9,3,1
Michael Paez,2015,20,-0.8,Coastal Carolina,BigS,NCAA,,59,275,215,58,70,17,1,8,42,19,4,29,23,0.326,0.436,0.526,0.962,113,,14,16,1,2
Michael Paez,2016,21,0.2,Coastal Carolina,BigS,NCAA,,73,341,290,67,80,18,3,15,52,7,5,32,53,0.276,0.368,0.514,0.882,149,,11,7,1,0
Joshua Palacios,2016,20,-0.6,Auburn,SEC,NCAA,,34,165,143,34,55,9,4,5,23,12,5,19,27,0.385,0.463,0.608,1.072,87,,2,1,0,0
Jeremy Martinez,2014,19,-1.5,Southern California,P12,NCAA,,52,225,185,23,55,10,0,1,29,2,3,20,14,0.297,0.38,0.368,0.748,68,,9,4,7,1
Jeremy Martinez,2015,20,-0.5,Southern California,P12,NCAA,,60,279,225,40,66,13,0,1,45,0,0,32,17,0.293,0.393,0.364,0.757,82,,10,4,8,3
Jeremy Martinez,2016,21,0.4,Southern California,P12,NCAA,,56,256,213,35,80,18,2,6,42,1,2,19,12,0.376,0.46,0.563,1.024,120,,17,4,3,1
Brian Serven,2014,19,-1.5,Arizona State,P12,NCAA,,50,203,169,27,42,9,0,3,27,1,1,20,40,0.249,0.36,0.355,0.715,60,,10,3,1,1
Brian Serven,2015,20,-0.5,Arizona State,P12,NCAA,,54,215,194,26,57,12,0,6,34,3,0,11,31,0.294,0.351,0.448,0.799,87,,6,4,0,1
Brian Serven,2016,21,0.4,Arizona State,P12,NCAA,,58,245,215,28,63,12,2,4,36,1,1,17,29,0.293,0.348,0.423,0.772,91,,5,1,7,0
JaVon Shelby,2014,19,-1.5,Kentucky,SEC,NCAA,,56,215,180,38,45,6,2,4,22,0,2,23,42,0.25,0.351,0.372,0.723,67,,6,4,2,0
JaVon Shelby,2015,20,-0.5,Kentucky,SEC,NCAA,,55,252,202,29,63,12,2,9,44,4,1,38,51,0.312,0.442,0.525,0.967,106,,10,1,1,1
JaVon Shelby,2016,21,0.4,Kentucky,SEC,NCAA,,54,236,198,42,42,11,2,12,35,6,0,29,67,0.212,0.335,0.47,0.804,93,,8,0,1,0
Donovan Walton,2013,19,-1.8,Oklahoma State,B12,NCAA,,55,236,188,27,54,8,1,1,26,7,3,25,30,0.287,0.372,0.356,0.728,67,,2,18,3,1
Donovan Walton,2014,20,-0.8,Oklahoma State,B12,NCAA,,66,319,252,45,78,15,0,3,36,7,3,38,36,0.31,0.407,0.405,0.812,102,,5,22,2,1
