Name,Year,Age,AgeDif,Tm,Lg,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Eric Cole,2017,20,-0.7,Arkansas,SEC,NCAA,,55,232,206,31,58,12,0,5,25,3,2,19,25,0.282,0.349,0.413,0.762,85,,3,3,1,0
Eric Cole,2018,21,0.3,Arkansas,SEC,NCAA,,69,331,281,64,88,14,1,14,52,4,2,42,48,0.313,0.407,0.52,0.927,146,,4,2,2,0
DaShawn Keirsey Jr.,2016,19,-1.6,Utah,P12,NCAA,,54,237,215,36,63,9,1,1,30,11,4,16,37,0.293,0.349,0.358,0.707,77,,3,2,1,2
DaShawn Keirsey Jr.,2017,20,-0.3,Utah,P12,NCAA,,50,242,217,39,71,10,5,3,31,9,5,19,34,0.327,0.388,0.461,0.848,100,,3,2,1,1
DaShawn Keirsey Jr.,2018,21,0.6,Utah,P12,NCAA,,50,225,202,47,78,23,5,4,22,7,5,15,32,0.386,0.44,0.609,1.049,123,,6,0,2,1
Kole Cottam,2016,19,-1.6,Kentucky,SEC,NCAA,,40,99,90,11,25,6,0,1,15,0,0,6,18,0.278,0.337,0.378,0.715,34,,2,1,0,0
Kole Cottam,2017,20,-0.7,Kentucky,SEC,NCAA,,55,215,188,34,60,12,1,7,44,0,0,15,33,0.319,0.38,0.505,0.886,95,,6,2,4,0
Kole Cottam,2018,21,0.3,Kentucky,SEC,NCAA,,56,260,219,54,77,12,0,19,51,4,1,31,49,0.352,0.438,0.667,1.105,146,,5,2,3,0
Alex McKenna,2016,18,-2.6,Cal Poly San Luis Obispo,BigW,NCAA,,45,213,184,37,48,6,2,6,27,4,2,24,38,0.261,0.349,0.413,0.762,76,,2,1,2,0
Alex McKenna,2017,19,-1.8,Cal Poly San Luis Obispo,BigW,NCAA,,56,264,236,45,84,11,2,5,31,13,6,21,45,0.356,0.42,0.483,0.904,114,,6,0,1,1
Alex McKenna,2018,20,-0.7,Cal Poly San Luis Obispo,BigW,NCAA,,57,276,239,51,81,15,5,5,31,6,3,27,39,0.339,0.424,0.506,0.93,121,,9,0,1,1
Matt Vierling,2016,19,-1.5,Notre Dame,ACC,NCAA,,54,233,213,26,55,3,1,6,29,3,2,20,35,0.258,0.322,0.366,0.688,78,,0,0,0,0
Matt Vierling,2017,20,-0.6,Notre Dame,ACC,NCAA,,58,254,224,28,74,20,4,7,42,7,1,23,40,0.33,0.398,0.549,0.947,123,,4,0,3,2
Matt Vierling,2018,21,0.5,Notre Dame,ACC,NCAA,,54,244,210,38,65,7,2,10,43,5,0,30,28,0.31,0.402,0.505,0.906,106,,3,0,1,1
Dwanya Williams-Sutton,2016,18,-2.6,East Carolina,Amer,NCAA,,56,213,178,31,63,11,4,5,27,7,5,26,47,0.354,0.451,0.545,0.996,97,,7,0,2,2
Dwanya Williams-Sutton,2017,19,-1.7,East Carolina,Amer,NCAA,,32,134,112,21,32,4,0,7,16,2,2,16,31,0.286,0.403,0.509,0.912,57,,6,0,0,0
Dwanya Williams-Sutton,2018,20,-0.9,East Carolina,Amer,NCAA,,47,174,133,39,44,7,1,7,21,18,2,25,33,0.331,0.477,0.556,1.033,74,,14,0,2,0
Grant Koch,2016,19,-1.6,Arkansas,SEC,NCAA,,29,89,76,11,21,5,1,2,14,0,1,11,19,0.276,0.382,0.447,0.829,34,,2,0,0,0
Grant Koch,2017,20,-0.7,Arkansas,SEC,NCAA,,63,271,235,40,62,14,1,13,42,1,1,33,47,0.264,0.358,0.498,0.856,117,,2,0,1,1
Grant Koch,2018,21,0.3,Arkansas,SEC,NCAA,,66,260,216,36,53,7,0,7,35,4,1,38,45,0.245,0.358,0.375,0.733,81,,2,0,4,1
Robert Neustrom,2016,19,-1.7,Iowa,BTen,NCAA,,52,175,153,24,47,6,3,1,21,4,2,17,34,0.307,0.389,0.405,0.794,62,,4,0,1,2
Robert Neustrom,2017,20,-0.7,Iowa,BTen,NCAA,,61,279,255,41,79,16,1,9,55,10,4,19,36,0.31,0.358,0.486,0.845,124,,2,0,3,1
Robert Neustrom,2018,21,0.2,Iowa,BTen,NCAA,,53,241,212,43,66,15,0,11,36,4,2,25,34,0.311,0.386,0.538,0.924,114,,2,0,2,2
Chris Bec,2017,21,0.5,Maine,AEC,NCAA,,54,241,200,38,68,20,1,1,26,15,6,30,17,0.34,0.426,0.465,0.891,93,,3,4,4,2
Chris Bec,2018,22,1.4,Maine,AEC,NCAA,,45,200,179,37,57,11,3,8,29,16,5,18,26,0.318,0.382,0.547,0.929,98,,1,1,1,1
Nick Dunn,2016,19,-1.7,Maryland,BTen,NCAA,,57,262,227,39,68,16,1,1,31,3,0,25,25,0.3,0.382,0.392,0.774,89,,7,0,3,0
Nick Dunn,2017,20,-0.7,Maryland,BTen,NCAA,,61,283,245,40,64,13,1,5,32,8,0,28,23,0.261,0.345,0.384,0.729,94,,5,2,3,0
Nick Dunn,2018,21,0.2,Maryland,BTen,NCAA,,54,254,212,39,70,17,1,10,39,3,4,32,19,0.33,0.419,0.561,0.98,119,,4,1,5,2
Brandon Lockridge,2016,19,-1.7,Troy,SBC,NCAA,,56,258,230,39,61,9,4,2,23,1,0,16,41,0.265,0.327,0.365,0.692,84,,6,4,2,1
Brandon Lockridge,2017,20,-0.9,Troy,SBC,NCAA,,56,265,241,46,83,13,3,6,39,11,3,17,32,0.344,0.396,0.498,0.894,120,,5,0,2,1
Brandon Lockridge,2018,21,0,Troy,SBC,NCAA,,63,301,244,50,75,16,7,4,39,25,3,37,46,0.307,0.429,0.48,0.908,117,,17,0,3,2
Andy Weber,2016,18,-2.5,Virginia,ACC,NCAA,,33,106,93,16,25,3,1,0,11,0,0,6,10,0.269,0.314,0.323,0.636,30,,1,4,2,0
Andy Weber,2017,19,-1.6,Virginia,ACC,NCAA,,52,226,187,35,52,8,4,2,43,4,1,20,25,0.278,0.349,0.396,0.744,74,,4,8,7,0
Andy Weber,2018,20,-0.5,Virginia,ACC,NCAA,,54,248,209,42,72,19,3,5,49,4,0,22,32,0.344,0.415,0.536,0.951,112,,8,2,7,2
Gage Canning,2016,19,-1.6,Arizona State,P12,NCAA,,57,217,197,28,53,6,6,3,26,10,4,13,66,0.269,0.321,0.406,0.727,80,,3,2,2,0
Gage Canning,2017,20,-0.3,Arizona State,P12,NCAA,,55,243,223,37,74,12,8,6,29,9,6,12,41,0.332,0.366,0.538,0.904,120,,1,5,2,3
Gage Canning,2018,21,0.6,Arizona State,P12,NCAA,,55,263,236,47,87,17,11,9,45,8,7,24,54,0.369,0.426,0.648,1.074,153,,1,0,2,4
Steven Kwan,2016,18,-2.6,Oregon State,P12,NCAA,,35,77,65,4,14,2,2,0,7,0,2,2,5,0.215,0.261,0.308,0.569,20,,2,8,0,0
Steven Kwan,2017,19,-1.3,Oregon State,P12,NCAA,,55,204,160,32,53,6,1,1,18,8,2,30,15,0.331,0.44,0.4,0.84,64,,2,11,1,1
Steven Kwan,2018,20,-0.4,Oregon State,P12,NCAA,,66,316,256,60,91,8,6,2,41,14,6,50,18,0.355,0.463,0.457,0.92,117,,3,5,2,3
Devin Mann,2016,19,-1.5,Louisville,ACC,NCAA,,39,112,89,15,27,9,0,0,17,1,0,15,21,0.303,0.414,0.404,0.819,36,,4,1,3,0
Devin Mann,2017,20,-0.6,Louisville,ACC,NCAA,,64,283,235,52,63,11,2,8,44,9,0,32,50,0.268,0.363,0.434,0.797,102,,6,5,5,0
Devin Mann,2018,21,0.5,Louisville,ACC,NCAA,,64,304,228,65,69,17,4,7,52,15,3,59,45,0.303,0.446,0.504,0.95,115,,7,1,9,2
Nick Meyer,2016,19,-1.6,Cal Poly San Luis Obispo,BigW,NCAA,,51,204,173,22,51,7,1,1,21,2,3,18,13,0.295,0.369,0.364,0.733,63,,4,6,3,0
Nick Meyer,2017,20,-0.8,Cal Poly San Luis Obispo,BigW,NCAA,,55,242,212,27,53,6,2,2,31,6,3,17,17,0.25,0.312,0.325,0.638,69,,4,5,4,0
Nick Meyer,2018,21,0.3,Cal Poly San Luis Obispo,BigW,NCAA,,55,246,215,43,74,14,2,0,29,3,2,18,19,0.344,0.408,0.428,0.835,92,,5,8,0,0
Niko Decolati,2016,18,-2.7,Loyola Marymount,WCC,NCAA,,47,162,147,20,45,6,2,4,33,5,3,6,32,0.306,0.36,0.456,0.816,67,,7,1,1,0
Niko Decolati,2017,19,-1.7,Loyola Marymount,WCC,NCAA,,56,247,206,39,66,11,0,4,24,12,4,22,53,0.32,0.426,0.432,0.858,89,,16,3,0,0
Niko Decolati,2018,20,-1,Loyola Marymount,WCC,NCAA,,54,242,207,38,56,12,3,6,21,8,5,23,60,0.271,0.367,0.444,0.811,92,,9,2,1,2
Devlin Granberg,2015,19,-1.7,Creighton,BigE,NCAA,,10,20,18,1,2,1,0,0,1,0,0,2,1,0.111,0.2,0.167,0.367,3,,0,0,0,0
Devlin Granberg,2017,21,0.2,Dallas Baptist,MVC,NCAA,,47,212,181,46,65,12,2,7,47,6,0,18,37,0.359,0.439,0.564,1.002,102,,10,0,3,0
Devlin Granberg,2018,22,0.9,Dallas Baptist,MVC,NCAA,,63,314,253,72,112,17,2,13,70,26,1,52,42,0.443,0.541,0.68,1.221,172,,6,0,3,2
Jay Schuyler,2016,19,-1.7,San Diego,WCC,NCAA,,23,55,52,9,13,5,1,0,3,0,0,2,17,0.25,0.291,0.385,0.676,20,,1,0,0,1
Jay Schuyler,2017,20,-0.7,San Diego,WCC,NCAA,,54,240,213,42,75,18,0,6,32,4,3,14,37,0.352,0.405,0.521,0.926,111,,7,3,3,0
Jay Schuyler,2018,21,0,San Diego,WCC,NCAA,,55,251,219,38,75,10,1,7,38,5,4,24,30,0.342,0.414,0.493,0.907,108,,5,0,3,0
Jawuan Harris,2016,19,-1.7,Rutgers,BTen,NCAA,,47,193,162,35,45,5,2,3,22,37,7,22,53,0.278,0.365,0.389,0.754,63,,2,4,3,0
Jawuan Harris,2017,20,-0.7,Rutgers,BTen,NCAA,,49,223,186,39,50,9,2,8,26,23,6,31,56,0.269,0.377,0.468,0.845,87,,2,3,1,1
Jawuan Harris,2018,21,0.2,Rutgers,BTen,NCAA,,40,176,142,24,35,8,3,2,28,22,5,28,47,0.246,0.375,0.387,0.762,55,,3,0,3,0
Brett Kinneman,2016,19,-1.5,NC State,ACC,NCAA,,42,163,135,33,40,13,0,6,32,2,0,24,38,0.296,0.405,0.526,0.931,71,,2,0,2,0
Brett Kinneman,2017,20,-0.6,NC State,ACC,NCAA,,60,243,209,36,59,14,1,10,41,4,0,29,64,0.282,0.372,0.502,0.874,105,,2,1,2,2
Brett Kinneman,2018,21,0.5,NC State,ACC,NCAA,,60,283,234,52,64,13,4,17,61,10,3,46,65,0.274,0.392,0.581,0.973,136,,1,0,2,1
Nick Podkul,2016,19,-1.5,Notre Dame,ACC,NCAA,,40,157,125,16,36,6,1,0,11,3,0,20,25,0.288,0.413,0.352,0.765,44,,8,2,2,0
Nick Podkul,2017,20,-0.6,Notre Dame,ACC,NCAA,,58,261,221,34,63,15,2,5,20,10,2,22,43,0.285,0.386,0.439,0.825,97,,15,2,1,0
Nick Podkul,2018,21,0.5,Notre Dame,ACC,NCAA,,54,254,202,40,63,13,3,8,40,8,2,32,32,0.312,0.433,0.525,0.957,106,,14,2,4,2
Brendan Donovan,2016,19,-1.7,South Alabama,SBC,NCAA,,62,233,191,34,56,7,3,1,27,6,4,28,30,0.293,0.401,0.377,0.778,72,,7,6,1,0
Brendan Donovan,2017,20,-0.9,South Alabama,SBC,NCAA,,54,261,211,52,71,17,2,9,46,8,3,42,25,0.336,0.448,0.564,1.012,119,,3,2,3,0
Brendan Donovan,2018,21,0,South Alabama,SBC,NCAA,,57,270,202,51,61,17,2,5,55,5,4,50,33,0.302,0.456,0.48,0.936,97,,12,0,6,0
David Fry,2015,19,-2.1,Northwestern State,SLC,NCAA,,49,215,191,25,51,11,1,2,30,0,1,7,20,0.267,0.303,0.366,0.669,70,,5,7,5,0
David Fry,2016,20,-1,Northwestern State,SLC,NCAA,,57,255,212,38,56,16,0,7,27,4,1,18,34,0.264,0.348,0.439,0.787,93,,13,5,7,0
David Fry,2017,21,0.2,Northwestern State,SLC,NCAA,,53,242,203,42,69,21,0,10,44,2,2,24,47,0.34,0.43,0.591,1.021,120,,11,0,4,2
David Fry,2018,22,1.2,Northwestern State,SLC,NCAA,,62,298,245,49,80,26,3,12,55,2,6,40,46,0.327,0.44,0.604,1.044,148,,11,0,2,10
D.J. Artis,2016,19,-1.8,Liberty,BigS,NCAA,,59,288,222,54,82,9,3,2,41,23,6,52,28,0.369,0.5,0.464,0.964,103,,10,0,4,2
D.J. Artis,2017,20,-0.7,Liberty,BigS,NCAA,,52,252,181,58,65,13,2,6,45,23,3,62,30,0.359,0.532,0.552,1.084,100,,7,0,2,2
D.J. Artis,2018,21,0.1,Liberty,BigS,NCAA,,58,289,219,61,64,16,4,4,23,26,4,52,49,0.292,0.458,0.457,0.915,100,,16,1,1,1
César Salazar,2016,20,-0.6,Arizona,P12,NCAA,,62,225,196,30,54,9,2,0,28,1,0,16,24,0.276,0.329,0.342,0.671,67,,2,6,5,0
César Salazar,2017,21,0.7,Arizona,P12,NCAA,,55,206,176,25,50,10,2,2,34,2,2,17,21,0.284,0.373,0.398,0.771,70,,8,5,0,0
César Salazar,2018,22,1.6,Arizona,P12,NCAA,,53,232,189,25,64,11,1,4,42,2,5,21,26,0.339,0.432,0.471,0.903,89,,14,3,5,1
James Outman,2016,19,-1.6,Sacramento State,WAC,NCAA,,27,46,40,3,8,4,0,1,6,1,0,5,13,0.2,0.283,0.375,0.658,15,,0,0,1,0
James Outman,2017,20,-0.8,Sacramento State,WAC,NCAA,,60,271,229,47,58,16,3,11,53,11,3,37,62,0.253,0.369,0.493,0.862,113,,5,0,0,2
James Outman,2018,21,0.1,Sacramento State,WAC,NCAA,,60,273,229,43,58,15,3,11,40,12,2,38,60,0.253,0.363,0.489,0.852,112,,3,0,3,1
Jeremiah Burks,2016,19,-1.4,Fresno State,MWC,NCAA,,33,78,64,8,12,3,0,1,7,1,1,12,29,0.188,0.325,0.281,0.606,18,,1,1,0,0
Jeremiah Burks,2017,20,-0.8,Fresno State,MWC,NCAA,,29,53,46,5,9,1,0,1,3,0,1,7,22,0.196,0.302,0.283,0.584,13,,0,0,0,0
Jeremiah Burks,2018,21,0.4,Fresno State,MWC,NCAA,,54,239,206,39,70,15,0,9,39,12,3,19,56,0.34,0.415,0.544,0.959,112,,9,3,2,1
Seth Lancaster,2015,19,-1.8,Coastal Carolina,BigS,NCAA,,32,80,68,9,13,2,0,1,11,2,4,7,24,0.191,0.273,0.265,0.537,18,,1,3,1,0
Seth Lancaster,2016,20,-0.8,Coastal Carolina,BigS,NCAA,,63,231,175,44,57,11,0,7,35,15,2,40,42,0.326,0.457,0.509,0.965,89,,3,12,1,2
Seth Lancaster,2017,21,0.1,Coastal Carolina,SBC,NCAA,,57,244,200,41,50,11,1,6,31,13,6,36,53,0.25,0.368,0.405,0.773,81,,2,5,1,0
Seth Lancaster,2018,22,1,Coastal Carolina,SBC,NCAA,,62,297,226,81,69,17,0,20,57,23,3,63,55,0.305,0.454,0.646,1.1,146,,2,2,4,2
AJ Graffanino,2016,18,-2.6,Washington,P12,NCAA,,54,164,140,17,35,3,2,0,13,1,2,16,30,0.25,0.331,0.3,0.631,42,,1,7,0,0
AJ Graffanino,2017,19,-1.3,Washington,P12,NCAA,,54,222,197,18,53,9,2,0,23,3,2,10,30,0.269,0.302,0.335,0.637,66,,1,10,4,0
AJ Graffanino,2018,20,-0.4,Washington,P12,NCAA,,29,128,110,16,40,6,2,0,19,5,2,14,10,0.364,0.44,0.455,0.895,50,,1,3,0,2
JJ Schwarz,2015,19,-1.5,Florida,SEC,NCAA,,70,295,256,60,85,16,3,18,73,1,0,28,46,0.332,0.398,0.629,1.027,161,,4,1,6,0
JJ Schwarz,2016,20,-0.6,Florida,SEC,NCAA,,68,307,252,47,73,15,3,7,60,2,2,45,54,0.29,0.397,0.456,0.854,115,,4,0,6,0
JJ Schwarz,2017,21,0.3,Florida,SEC,NCAA,,69,305,259,43,67,12,0,12,56,6,1,36,60,0.259,0.351,0.444,0.795,115,,4,0,6,2
JJ Schwarz,2018,22,1.3,Florida,SEC,NCAA,,59,258,221,51,68,16,2,13,48,4,3,28,60,0.308,0.384,0.575,0.958,127,,3,0,6,2
Jax Biggers,2017,20,-0.7,Arkansas,SEC,NCAA,,63,252,213,48,72,14,4,4,37,3,1,30,30,0.338,0.423,0.498,0.921,106,,3,4,2,0
Jax Biggers,2018,21,0.3,Arkansas,SEC,NCAA,,62,258,207,35,58,9,0,4,26,7,1,38,31,0.28,0.388,0.382,0.77,79,,3,3,7,0
Jackson Lueck,2016,19,-1.5,Florida State,ACC,NCAA,,47,167,132,33,50,10,2,4,35,2,0,21,37,0.379,0.494,0.576,1.07,76,,11,1,2,0
Jackson Lueck,2017,20,-0.6,Florida State,ACC,NCAA,,56,248,211,41,67,11,1,9,54,6,2,27,51,0.318,0.405,0.507,0.912,107,,6,1,3,2
Jackson Lueck,2018,21,0.5,Florida State,ACC,NCAA,,60,281,229,49,56,8,0,15,45,3,1,38,58,0.245,0.364,0.476,0.84,109,,8,1,5,1
Chris Williams,2016,19,-1.5,Clemson,ACC,NCAA,,57,221,184,34,45,5,1,8,38,2,0,18,51,0.245,0.342,0.413,0.756,76,,12,2,5,0
Chris Williams,2017,20,-0.6,Clemson,ACC,NCAA,,49,203,180,29,47,14,0,14,51,2,0,14,36,0.261,0.32,0.572,0.892,103,,4,0,5,0
Chris Williams,2018,21,0.5,Clemson,ACC,NCAA,,63,289,235,54,66,12,0,18,72,3,1,43,52,0.281,0.401,0.562,0.963,132,,7,0,4,3
Tyler Cropley,2017,21,0.3,Iowa,BTen,NCAA,,61,248,205,41,55,8,2,9,36,6,4,28,41,0.268,0.371,0.459,0.829,94,,6,8,1,1
Tyler Cropley,2018,22,1.2,Iowa,BTen,NCAA,,53,243,199,43,68,20,0,9,50,4,3,30,28,0.342,0.449,0.578,1.026,115,,11,0,3,1
Luke Heyer,2017,20,-0.7,Kentucky,SEC,NCAA,,37,74,65,12,17,6,0,3,12,1,1,5,19,0.262,0.342,0.492,0.835,32,,3,1,0,0
Luke Heyer,2018,21,0.3,Kentucky,SEC,NCAA,,55,244,207,46,72,17,0,18,57,9,6,28,49,0.348,0.44,0.691,1.131,143,,7,1,1,1
Gunnar Troutwine,2015,19,-1.8,Wichita State,MVC,NCAA,,38,147,121,18,36,2,1,3,30,2,0,17,26,0.298,0.404,0.405,0.809,49,,6,1,2,1
Gunnar Troutwine,2016,20,-0.8,Wichita State,MVC,NCAA,,57,232,198,37,55,9,1,7,37,1,0,28,60,0.278,0.371,0.439,0.81,87,,3,0,3,1
Gunnar Troutwine,2017,21,0.2,Wichita State,MVC,NCAA,,29,91,76,14,17,3,0,0,7,0,0,9,14,0.224,0.333,0.263,0.596,20,,4,1,1,0
Gunnar Troutwine,2018,22,1.1,Wichita State,Amer,NCAA,,55,218,182,34,55,14,1,7,48,1,0,34,38,0.302,0.413,0.505,0.918,92,,1,0,1,2
Luke Becker,2016,20,-0.6,Kentucky,SEC,NCAA,,52,200,170,29,41,10,0,1,12,4,2,21,33,0.241,0.33,0.318,0.648,54,,3,3,3,0
Luke Becker,2017,21,0.3,Kentucky,SEC,NCAA,,61,215,167,48,48,9,0,7,46,7,3,37,42,0.287,0.422,0.467,0.889,78,,4,4,3,1
Luke Becker,2018,22,1.3,Kentucky,SEC,NCAA,,56,259,206,37,59,12,2,7,38,10,5,37,45,0.286,0.41,0.466,0.876,96,,9,3,4,1
Jake Brodt,2015,19,-1.5,Santa Clara,WCC,NCAA,,49,194,173,20,46,11,3,1,22,3,0,10,48,0.266,0.307,0.382,0.688,66,,2,5,4,0
Jake Brodt,2016,20,-0.7,Santa Clara,WCC,NCAA,,43,165,147,25,34,7,0,4,22,5,1,9,37,0.231,0.281,0.361,0.642,53,,2,5,2,0
Jake Brodt,2017,21,0.3,Santa Clara,WCC,NCAA,,53,232,216,27,73,21,0,7,39,1,3,13,47,0.338,0.375,0.532,0.907,115,,1,0,2,1
Jake Brodt,2018,22,1,Santa Clara,WCC,NCAA,,52,236,211,31,57,15,0,15,56,5,2,17,52,0.27,0.335,0.555,0.889,117,,5,0,3,4
Keegan McGovern,2015,19,-1.5,Georgia,SEC,NCAA,,48,190,157,24,42,9,0,3,17,2,0,27,29,0.268,0.392,0.382,0.774,60,,5,1,0,0
Keegan McGovern,2016,20,-0.6,Georgia,SEC,NCAA,,57,246,205,29,54,9,0,6,35,2,0,35,46,0.263,0.374,0.395,0.769,81,,3,0,3,3
Keegan McGovern,2017,21,0.3,Georgia,SEC,NCAA,,56,235,189,39,55,15,1,2,21,1,1,35,51,0.291,0.426,0.413,0.838,78,,10,0,1,2
Keegan McGovern,2018,22,1.3,Georgia,SEC,NCAA,,58,262,216,68,69,14,1,18,51,7,1,37,46,0.319,0.431,0.644,1.075,139,,7,0,2,4
Matt Duce,2015,19,-1.8,Dallas Baptist,MVC,NCAA,,14,30,24,6,5,1,0,0,3,0,0,4,7,0.208,0.367,0.25,0.617,6,,2,0,0,0
Matt Duce,2016,20,-0.8,Dallas Baptist,MVC,NCAA,,45,162,131,30,42,11,1,4,30,1,1,23,21,0.321,0.415,0.511,0.927,67,,1,3,4,0
Matt Duce,2017,21,0.2,Dallas Baptist,MVC,NCAA,,58,265,222,44,74,18,2,9,55,1,2,31,31,0.333,0.424,0.554,0.978,123,,7,1,4,1
Matt Duce,2018,22,0.9,Dallas Baptist,MVC,NCAA,,63,295,231,48,54,19,0,10,51,9,0,48,38,0.234,0.369,0.446,0.814,103,,6,2,8,0
Willie MacIver,2016,19,-1.6,Washington,P12,NCAA,,28,63,54,2,17,3,1,0,7,0,0,6,7,0.315,0.371,0.407,0.778,22,,0,1,2,0
Willie MacIver,2017,20,-0.3,Washington,P12,NCAA,,54,218,192,28,56,10,1,2,27,1,1,20,37,0.292,0.372,0.385,0.757,74,,5,0,1,0
Willie MacIver,2018,21,0.6,Washington,P12,NCAA,,41,174,151,14,35,5,0,3,24,3,3,15,33,0.232,0.312,0.325,0.637,49,,4,1,3,3
Scott Schreiber,2015,19,-1.9,Nebraska,BTen,NCAA,,40,161,144,25,39,2,2,3,18,3,1,12,27,0.271,0.331,0.375,0.706,54,,2,1,2,1
Scott Schreiber,2016,20,-0.7,Nebraska,BTen,NCAA,,48,220,197,34,64,10,1,16,55,3,3,15,39,0.325,0.391,0.629,1.02,124,,7,0,1,0
Scott Schreiber,2017,21,0.3,Nebraska,BTen,NCAA,,57,255,233,45,77,15,1,7,51,0,0,13,44,0.33,0.376,0.494,0.87,115,,6,0,3,2
Scott Schreiber,2018,22,1.2,Nebraska,BTen,NCAA,,52,249,214,62,79,13,1,18,48,4,1,28,48,0.369,0.446,0.692,1.137,148,,4,0,3,4
Josh McLain,2015,18,-2.5,NC State,ACC,NCAA,,35,50,43,10,8,1,0,0,3,1,1,2,11,0.186,0.234,0.209,0.443,9,,1,3,1,0
Josh McLain,2016,19,-1.5,NC State,ACC,NCAA,,56,242,213,41,64,19,2,4,37,13,3,14,40,0.3,0.359,0.465,0.824,99,,6,8,1,1
Josh McLain,2017,20,-0.6,NC State,ACC,NCAA,,61,269,244,50,76,21,0,6,31,11,2,12,35,0.311,0.352,0.471,0.824,115,,5,5,3,0
Josh McLain,2018,21,0.5,NC State,ACC,NCAA,,60,291,273,51,94,13,3,4,40,12,3,10,32,0.344,0.375,0.458,0.832,125,,5,0,3,0
Brock Deatherage,2015,19,-1.5,NC State,ACC,NCAA,,46,166,141,34,41,6,2,1,11,7,3,17,44,0.291,0.383,0.383,0.766,54,,4,4,0,1
Brock Deatherage,2016,20,-0.5,NC State,ACC,NCAA,,60,263,224,45,70,8,5,6,39,14,4,21,53,0.313,0.391,0.473,0.864,106,,9,7,2,1
Brock Deatherage,2017,21,0.4,NC State,ACC,NCAA,,61,229,188,33,41,8,2,3,18,8,3,21,57,0.218,0.304,0.33,0.634,62,,3,15,2,1
Brock Deatherage,2018,22,1.5,NC State,ACC,NCAA,,60,270,228,47,70,7,3,14,41,18,8,28,76,0.307,0.397,0.548,0.945,125,,8,3,3,0
Madison Stokes,2015,19,-1.5,South Carolina,SEC,NCAA,,25,86,82,6,17,4,0,0,9,0,0,3,24,0.207,0.233,0.256,0.489,21,,0,0,1,0
Madison Stokes,2016,20,-0.6,South Carolina,SEC,NCAA,,31,119,102,16,31,5,0,1,12,5,1,7,29,0.304,0.371,0.382,0.753,39,,5,3,2,0
Madison Stokes,2017,21,0.3,South Carolina,SEC,NCAA,,47,190,165,18,37,10,0,3,17,3,3,15,41,0.224,0.312,0.339,0.651,56,,6,4,0,0
Madison Stokes,2018,22,1.3,South Carolina,SEC,NCAA,,50,220,183,32,59,12,1,11,44,1,2,29,44,0.322,0.414,0.579,0.993,106,,3,0,5,0
Michael Gretler,2015,19,-1.5,Oregon State,P12,NCAA,,41,127,105,6,18,1,0,0,12,2,1,14,21,0.171,0.267,0.181,0.448,19,,0,7,1,0
Michael Gretler,2016,20,-0.6,Oregon State,P12,NCAA,,30,66,59,8,19,3,0,1,4,2,0,3,10,0.322,0.375,0.424,0.799,25,,2,2,0,0
Michael Gretler,2017,21,0.7,Oregon State,P12,NCAA,,62,246,216,34,65,13,4,5,33,1,1,21,32,0.301,0.364,0.468,0.831,101,,2,4,3,0
Michael Gretler,2018,22,1.6,Oregon State,P12,NCAA,,68,307,262,43,80,21,1,7,51,1,0,22,46,0.305,0.379,0.473,0.852,124,,12,6,5,0
Cal Stevenson,2015,18,-2.4,Nevada,MWC,NCAA,,56,252,218,55,78,13,4,0,25,10,3,27,21,0.358,0.429,0.454,0.883,99,,1,5,1,0
Cal Stevenson,2017,20,-0.3,Arizona,P12,NCAA,,58,256,193,61,60,11,3,4,30,5,0,48,36,0.311,0.448,0.461,0.909,89,,3,8,4,0
Cal Stevenson,2018,21,0.6,Arizona,P12,NCAA,,48,225,174,47,51,3,6,1,26,8,5,35,16,0.293,0.416,0.397,0.813,69,,6,4,6,1
Matt Sanders,2015,19,-1.8,Troy,SBC,NCAA,,48,199,182,18,45,9,3,3,21,7,1,10,35,0.247,0.294,0.379,0.674,69,,3,2,2,0
Matt Sanders,2016,20,-0.7,Troy,SBC,NCAA,,45,192,167,31,53,9,0,2,20,3,1,18,18,0.317,0.381,0.407,0.788,68,,1,3,3,1
Matt Sanders,2017,21,0.1,Troy,SBC,NCAA,,56,273,238,51,72,11,3,3,33,15,4,25,20,0.303,0.38,0.412,0.792,98,,6,2,2,0
Matt Sanders,2018,22,1,Troy,SBC,NCAA,,63,313,262,90,99,19,4,5,28,26,8,44,33,0.378,0.463,0.538,1.001,141,,1,2,4,2
Kevin Woodall,2015,19,-1.8,Coastal Carolina,BigS,NCAA,,29,30,25,4,8,0,0,0,3,1,0,4,6,0.32,0.4,0.32,0.72,8,,0,0,1,0
Kevin Woodall,2016,20,-0.8,Coastal Carolina,BigS,NCAA,,66,113,92,15,19,2,0,3,17,0,1,14,27,0.207,0.333,0.326,0.659,30,,4,2,1,2
Kevin Woodall,2017,21,0.1,Coastal Carolina,SBC,NCAA,,57,264,221,41,58,11,0,18,60,1,0,34,52,0.262,0.373,0.557,0.929,123,,6,1,2,4
Kevin Woodall,2018,22,1,Coastal Carolina,SBC,NCAA,,62,300,245,71,73,9,1,19,62,3,0,44,65,0.298,0.418,0.576,0.994,141,,8,1,2,6
Cade Harris,2016,19,-1.7,Oklahoma,B12,NCAA,,48,178,141,21,35,7,0,1,11,4,3,30,38,0.248,0.387,0.319,0.706,45,,2,5,0,1
